season,team_1,team_2,home,score_diff,score_1,score_2,won
1985,2813,3302,1,9,81,72,1
1985,3132,5615,1,27,89,62,1
1985,5111,675,1,15,75,60,1
1985,5651,7625,1,13,89,76,1
1985,5929,8371,1,18,82,64,1
1985,6148,8093,0,9,85,76,1
1985,6629,9368,1,24,83,59,1
1985,7255,547,1,13,64,51,1
1985,8059,6338,1,45,90,45,1
1985,8239,6508,0,3,79,76,1
1985,9137,900,1,32,87,55,1
1985,10088,7391,1,33,107,74,1
1985,10258,2204,1,1,65,64,1
1985,10332,2544,1,26,83,57,1
1985,73,10854,1,19,88,69,1
1985,410,5280,0,10,56,46,1
1985,622,1173,1,20,91,71,1
1985,866,179,1,7,79,72,1
1985,4873,3525,0,7,74,67,1
1985,5513,1925,0,1,60,59,1
1985,5749,8814,1,20,76,56,1
1985,6281,10564,0,11,80,69,1
1985,7201,7540,1,9,75,66,1
1985,7357,2306,1,33,85,52,1
1985,7693,5009,0,6,91,85,1
1985,8780,2442,1,24,98,74,1
1985,9317,6966,1,1,92,91,1
1985,9470,213,0,25,63,38,1
1985,9629,9436,1,29,84,55,1
1985,9765,6012,1,9,84,75,1
1985,10366,730,1,26,79,53,1
1985,10400,7794,1,11,80,69,1
1985,10434,6114,0,6,62,56,1
1985,322,10564,0,7,76,69,1
1985,588,3200,1,57,115,58,1
1985,1081,6440,0,1,51,50,1
1985,1380,2116,1,18,85,67,1
1985,1448,4115,0,7,63,56,1
1985,2641,3609,1,12,84,72,1
1985,2878,7000,0,7,83,76,1
1985,3098,6663,0,6,79,73,1
1985,3234,547,1,31,84,53,1
1985,3404,9986,0,21,79,58,1
1985,3438,6830,1,17,81,64,1
1985,3491,1346,1,7,77,70,1
1985,3559,7034,1,25,88,63,1
1985,3593,3364,0,11,66,55,1
1985,3779,8916,0,8,74,66,1
1985,4058,6180,1,12,73,61,1
1985,4264,2607,1,15,69,54,1
1985,4732,6148,1,14,78,64,1
1985,5314,8712,0,2,66,64,1
1985,6080,288,1,1,59,58,1
1985,7323,4366,1,7,62,55,1
1985,7391,9697,0,7,100,93,1
1985,7659,6864,0,6,53,47,1
1985,7693,9436,0,13,86,73,1
1985,8093,8205,0,9,67,58,1
1985,8507,10296,0,3,85,82,1
1985,8575,4630,1,8,67,59,1
1985,9137,2813,1,33,89,56,1
1985,9201,8950,1,20,73,53,1
1985,9269,554,1,12,80,68,1
1985,9629,5009,1,11,84,73,1
1985,9884,513,0,19,78,59,1
1985,10020,2306,0,8,63,55,1
1985,10752,6796,1,2,60,58,1
1985,410,6766,0,7,64,57,1
1985,444,4024,0,2,66,64,1
1985,513,2116,0,32,95,63,1
1985,588,7391,1,22,85,63,1
1985,730,10752,0,2,57,55,1
1985,798,3370,0,24,90,66,1
1985,866,9044,0,2,78,76,1
1985,1047,10366,1,9,84,75,1
1985,1139,5547,1,28,73,45,1
1985,1925,6966,1,6,81,75,1
1985,2082,8171,0,5,71,66,1
1985,2204,6474,1,5,61,56,1
1985,2238,5280,0,10,77,67,1
1985,2272,8473,0,3,65,62,1
1985,2442,2980,0,9,63,54,1
1985,2476,10854,0,4,74,70,1
1985,2641,1081,1,16,82,66,1
1985,2675,2150,1,16,72,56,1
1985,2779,8609,1,16,70,54,1
1985,2912,8025,0,14,83,69,1
1985,3048,1173,1,4,54,50,1
1985,3098,9269,0,1,61,60,1
1985,3132,6080,0,8,69,61,1
1985,3166,7425,1,37,99,62,1
1985,3364,8950,0,13,70,57,1
1985,3559,8507,1,3,66,63,1
1985,3609,6440,0,10,62,52,1
1985,3779,7659,0,19,77,58,1
1985,3818,4183,0,12,70,58,1
1985,3852,9952,1,11,88,77,1
1985,3920,8127,1,10,88,78,1
1985,3954,1711,1,36,85,49,1
1985,4058,5314,1,24,71,47,1
1985,4115,2607,0,10,56,46,1
1985,4149,3014,0,6,76,70,1
1985,4230,39,0,4,56,52,1
1985,4264,1448,1,11,66,55,1
1985,4366,10434,1,5,56,51,1
1985,4400,2709,0,4,79,75,1
1985,4698,3745,1,1,63,62,1
1985,4732,9595,1,23,88,65,1
1985,4805,8337,0,5,69,64,1
1985,4907,5581,1,6,79,73,1
1985,4941,4664,0,14,88,74,1
1985,5077,3886,1,14,76,62,1
1985,5111,8848,1,5,81,76,1
1985,5212,7459,1,16,93,77,1
1985,5246,3711,0,21,81,60,1
1985,5513,2510,0,7,77,70,1
1985,6281,322,0,19,85,66,1
1985,6629,5382,1,11,88,77,1
1985,6663,554,0,29,99,70,1
1985,6796,6114,0,4,55,51,1
1985,7625,6214,1,12,88,76,1
1985,7693,8882,1,6,71,65,1
1985,7760,7828,1,7,74,67,1
1985,7959,8541,1,1,58,57,1
1985,8059,6664,0,9,85,76,1
1985,8405,9402,0,19,88,69,1
1985,8439,6898,1,2,59,57,1
1985,8662,9881,1,21,84,63,1
1985,8712,6180,0,10,81,71,1
1985,8746,10332,0,10,71,61,1
1985,8780,7357,1,13,77,64,1
1985,8916,6864,0,17,79,62,1
1985,9167,6698,1,13,96,83,1
1985,9201,3593,1,1,60,59,1
1985,9235,9847,0,1,63,62,1
1985,9470,213,0,43,85,42,1
1985,9663,9765,1,13,78,65,1
1985,9697,3200,0,6,85,79,1
1985,9731,3302,1,22,81,59,1
1985,9799,3677,0,9,94,85,1
1985,9884,1380,0,16,74,58,1
1985,10020,4298,0,17,80,63,1
1985,10088,10468,0,2,65,63,1
1985,10296,7034,0,21,80,59,1
1985,10400,5978,0,5,63,58,1
1985,10664,5810,0,12,83,71,1
1985,10786,5178,1,3,88,85,1
1985,356,6508,1,16,68,52,1
1985,1207,2374,0,3,77,74,1
1985,7167,908,1,4,71,67,1
1985,10224,5715,0,10,60,50,1
1985,4024,8814,1,16,79,63,1
1985,3234,410,0,20,72,52,1
1985,3438,1846,1,8,66,58,1
1985,4941,3920,0,2,70,68,1
1985,6664,4596,0,18,90,72,1
1985,10366,3954,0,13,72,59,1
1985,410,3954,0,5,84,79,1
1985,3234,10366,0,7,65,58,1
1985,3920,1846,0,3,59,56,1
1985,4941,3438,0,8,79,71,1
1985,5280,4873,1,8,70,62,1
1985,10502,3268,1,1,53,52,1
1985,10598,6046,0,8,53,45,1
1985,73,6148,0,18,73,55,1
1985,356,7889,1,9,82,73,1
1985,1139,7034,0,4,55,51,1
1985,2204,1880,1,29,87,58,1
1985,2510,8473,1,6,80,74,1
1985,2946,5749,0,2,46,44,1
1985,3234,4941,0,1,70,69,1
1985,3920,410,0,19,71,52,1
1985,3954,1846,0,22,81,59,1
1985,4183,9201,0,7,75,68,1
1985,5929,7459,0,12,80,68,1
1985,6474,1013,1,3,61,58,1
1985,6629,1380,0,22,84,62,1
1985,6796,2048,0,5,55,50,1
1985,6830,6898,0,22,80,58,1
1985,8093,126,1,5,90,85,1
1985,8405,6732,0,11,77,66,1
1985,8541,5479,1,10,63,53,1
1985,8609,2813,0,10,66,56,1
1985,8780,4332,1,19,77,58,1
1985,8984,1677,0,1,76,75,1
1985,9629,444,1,7,78,71,1
1985,10054,6932,0,12,66,54,1
1985,10366,3438,0,18,81,63,1
1985,10854,1550,1,7,70,63,1
1985,73,10054,0,6,54,48,1
1985,179,6338,0,20,95,75,1
1985,764,5246,0,4,82,78,1
1985,866,5810,1,19,83,64,1
1985,952,900,0,17,76,59,1
1985,1139,6796,0,2,70,68,1
1985,1380,2813,0,16,76,60,1
1985,1516,4975,0,14,86,72,1
1985,1925,1711,0,2,66,64,1
1985,2082,908,1,23,88,65,1
1985,2340,9269,0,14,76,62,1
1985,2374,832,0,9,70,61,1
1985,2476,4907,0,1,63,62,1
1985,2912,4298,0,7,74,67,1
1985,3132,8814,0,13,77,64,1
1985,3166,10820,0,40,105,65,1
1985,3268,2272,0,18,56,38,1
1985,3491,2306,0,14,85,71,1
1985,3609,2675,0,11,62,51,1
1985,3779,6372,0,8,92,84,1
1985,3886,1779,0,1,55,54,1
1985,4230,2709,0,16,90,74,1
1985,4732,9799,1,32,103,71,1
1985,4873,4400,1,29,85,56,1
1985,5111,8575,0,14,90,76,1
1985,5749,6898,0,12,66,54,1
1985,5978,9317,0,6,73,67,1
1985,6012,8507,1,5,67,62,1
1985,6148,6932,1,2,61,59,1
1985,6629,8609,0,6,73,67,1
1985,6732,7459,0,2,82,80,1
1985,6830,2946,0,16,66,50,1
1985,7034,2048,1,2,51,49,1
1985,7133,1346,0,2,68,66,1
1985,7167,10296,1,9,73,64,1
1985,7201,5348,0,31,77,46,1
1985,7659,3364,1,5,70,65,1
1985,7760,6595,0,5,67,62,1
1985,7828,1448,1,15,80,65,1
1985,7959,5884,0,5,73,68,1
1985,8025,2116,1,25,94,69,1
1985,8171,2014,1,36,90,54,1
1985,8405,5929,0,10,66,56,1
1985,8662,2238,0,14,77,63,1
1985,8712,7693,0,2,72,70,1
1985,8746,6966,0,5,71,66,1
1985,8882,479,1,12,69,57,1
1985,9044,3643,1,7,87,80,1
1985,9167,2544,1,23,86,63,1
1985,9201,444,0,4,54,50,1
1985,9629,4183,1,9,77,68,1
1985,9663,1482,1,33,95,62,1
1985,9765,2442,1,7,69,62,1
1985,9847,10332,1,15,90,75,1
1985,9881,1643,1,8,51,43,1
1985,9884,7357,1,16,68,52,1
1985,9952,1745,1,14,73,59,1
1985,10020,1047,0,30,91,61,1
1985,10088,4115,0,10,47,37,1
1985,10400,6406,0,2,63,61,1
1985,10664,8916,0,2,71,69,1
1985,10752,622,0,2,86,84,1
1985,513,10468,0,1,59,58,1
1985,730,3677,1,15,69,54,1
1985,764,8712,0,17,92,75,1
1985,798,2306,0,3,62,59,1
1985,866,4230,1,12,84,72,1
1985,900,1643,0,6,52,46,1
1985,1013,588,1,13,88,75,1
1985,1047,10820,0,15,73,58,1
1985,1207,9986,0,41,94,53,1
1985,1346,3643,0,18,76,58,1
1985,1414,10502,0,1,60,59,1
1985,1516,9952,0,7,81,74,1
1985,1550,6474,1,12,66,54,1
1985,1711,8507,0,1,61,60,1
1985,1745,4975,0,12,52,40,1
1985,1779,6046,0,24,81,57,1
1985,2238,832,0,4,81,77,1
1985,2272,4400,0,22,81,59,1
1985,2340,9663,0,2,75,73,1
1985,2544,6338,0,5,70,65,1
1985,2675,2116,0,3,87,84,1
1985,2779,322,0,14,87,73,1
1985,2878,2980,0,22,97,75,1
1985,3014,9078,0,3,53,50,1
1985,3132,5884,0,5,61,56,1
1985,3166,10020,0,7,75,68,1
1985,3268,4873,0,6,60,54,1
1985,3779,7167,0,6,65,59,1
1985,3818,5178,0,5,77,72,1
1985,3886,10598,0,13,68,55,1
1985,4298,2014,0,29,84,55,1
1985,4562,6663,0,28,90,62,1
1985,4698,4596,0,12,93,81,1
1985,5246,7693,0,16,77,61,1
1985,5382,288,0,3,76,73,1
1985,5749,7034,0,22,71,49,1
1985,5810,2709,0,8,87,79,1
1985,6012,1925,1,10,66,56,1
1985,6406,3711,0,9,63,54,1
1985,6595,2442,0,6,58,52,1
1985,6664,4805,0,47,121,74,1
1985,6796,2946,0,3,63,60,1
1985,6830,1139,0,11,70,59,1
1985,6898,2048,0,1,81,80,1
1985,6966,622,0,3,86,83,1
1985,7000,7425,1,18,66,48,1
1985,7201,9847,0,10,74,64,1
1985,7323,7889,1,3,64,61,1
1985,7357,4115,0,12,67,55,1
1985,7760,9765,0,2,72,70,1
1985,7794,5547,1,3,60,57,1
1985,7828,5978,1,19,78,59,1
1985,7959,8814,0,9,97,88,1
1985,8025,3609,1,2,64,62,1
1985,8171,2912,1,9,73,64,1
1985,8303,5,0,15,67,52,1
1985,8473,213,0,28,75,47,1
1985,8541,4839,0,1,48,47,1
1985,8575,479,0,15,75,60,1
1985,8662,2374,0,15,75,60,1
1985,8746,10752,0,6,66,60,1
1985,8780,5212,1,4,81,77,1
1985,8882,5111,1,1,69,68,1
1985,8950,3302,1,8,54,46,1
1985,8984,6114,0,10,97,87,1
1985,9044,7133,1,16,61,45,1
1985,9137,6698,0,7,70,63,1
1985,9167,179,1,13,92,79,1
1985,9269,1482,0,15,79,64,1
1985,9317,1448,0,18,99,81,1
1985,9402,6766,1,8,69,61,1
1985,9881,952,1,2,67,65,1
1985,9884,10088,1,4,69,65,1
1985,10224,5581,1,31,80,49,1
1985,10296,6372,0,7,81,74,1
1985,10332,5348,0,2,67,65,1
1985,10564,3370,1,31,97,66,1
1985,10664,6080,0,9,83,74,1
1985,10786,6180,0,17,81,64,1
1985,908,5,0,10,69,59,1
1985,1880,6542,1,2,60,58,1
1985,2082,8303,1,23,83,60,1
1985,3818,2779,0,17,80,63,1
1985,4732,73,1,2,63,61,1
1985,5178,322,0,16,68,52,1
1985,5382,6281,0,5,81,76,1
1985,6663,4805,1,1,53,52,1
1985,6664,4562,0,12,84,72,1
1985,6698,7425,0,8,75,67,1
1985,7000,9137,1,15,69,54,1
1985,4264,4149,0,3,92,89,1
1985,6406,2510,0,13,83,70,1
1985,6864,5547,1,3,73,70,1
1985,7540,9368,0,11,76,65,1
1985,8239,9847,0,9,84,75,1
1985,10366,4366,1,5,64,59,1
1985,410,8916,0,3,70,67,1
1985,764,7167,1,12,67,55,1
1985,866,1880,0,4,76,72,1
1985,1081,588,1,3,78,75,1
1985,1207,6046,0,9,56,47,1
1985,1448,2878,1,1,63,62,1
1985,1516,254,1,7,84,77,1
1985,1677,3370,1,14,81,67,1
1985,2048,2980,0,1,68,67,1
1985,2082,4698,1,10,80,70,1
1985,2306,2116,0,14,89,75,1
1985,2408,9368,0,18,97,79,1
1985,2476,5810,1,25,81,56,1
1985,2709,2014,0,16,86,70,1
1985,2779,8780,1,14,84,70,1
1985,2813,126,1,7,97,90,1
1985,3048,1173,0,8,71,63,1
1985,3098,220,1,26,104,78,1
1985,3132,7959,1,17,73,56,1
1985,3268,3643,1,2,56,54,1
1985,3559,8712,0,10,83,73,1
1985,3818,5212,0,25,87,62,1
1985,4230,832,0,14,80,66,1
1985,4264,513,1,7,68,61,1
1985,4332,1643,0,7,47,40,1
1985,4400,7391,1,17,76,59,1
1985,4732,3166,0,5,79,74,1
1985,4873,10502,1,18,66,48,1
1985,4907,2150,1,28,90,62,1
1985,4941,5929,1,2,58,56,1
1985,6732,8093,0,2,86,84,1
1985,8025,479,1,17,84,67,1
1985,8059,7323,0,9,66,57,1
1985,8405,1779,0,6,57,51,1
1985,8814,554,0,1,76,75,1
1985,8984,8882,1,7,67,60,1
1985,9078,3491,1,8,86,78,1
1985,9436,2946,1,7,63,56,1
1985,9629,9799,0,2,142,140,1
1985,9731,622,1,10,101,91,1
1985,9952,5314,1,2,63,61,1
1985,10020,8662,1,12,82,70,1
1985,10054,10088,0,8,67,59,1
1985,10258,9044,1,8,72,64,1
1985,10332,10598,1,17,64,47,1
1985,356,3200,1,10,89,79,1
1985,547,10156,1,5,90,85,1
1985,1047,9847,1,2,62,60,1
1985,1253,6508,1,1,68,67,1
1985,1711,3438,1,11,69,58,1
1985,2204,8507,1,23,76,53,1
1985,2374,4975,0,6,59,53,1
1985,2544,798,1,13,75,62,1
1985,2641,5978,1,7,80,73,1
1985,2912,4480,0,12,67,55,1
1985,3014,10468,1,4,71,67,1
1985,3234,5043,1,53,93,40,1
1985,3677,213,0,30,89,59,1
1985,3779,2272,0,10,66,56,1
1985,3886,4298,0,30,103,73,1
1985,3920,7201,1,12,75,63,1
1985,3954,5615,1,47,114,67,1
1985,4149,9235,1,4,78,74,1
1985,4596,7828,1,5,72,67,1
1985,4664,2675,1,6,74,68,1
1985,4805,908,1,10,74,64,1
1985,4839,8337,1,17,63,46,1
1985,5246,6629,1,3,82,79,1
1985,5280,3745,1,2,60,58,1
1985,5348,73,0,4,71,67,1
1985,5513,2510,1,13,72,59,1
1985,6114,1925,1,7,70,63,1
1985,6281,8609,0,14,85,71,1
1985,6372,4771,0,18,89,71,1
1985,6595,5178,1,11,73,62,1
1985,6698,444,0,9,65,56,1
1985,6766,4183,1,15,86,71,1
1985,6830,9402,1,10,59,49,1
1985,6966,6406,1,17,82,65,1
1985,7255,2813,1,1,73,72,1
1985,7459,7289,1,6,74,68,1
1985,7625,675,1,14,73,59,1
1985,7693,10752,0,3,60,57,1
1985,7760,9317,1,22,93,71,1
1985,8171,900,1,14,80,66,1
1985,8473,5445,0,3,59,56,1
1985,8746,8439,0,32,77,45,1
1985,8950,3302,0,9,44,35,1
1985,9167,3852,1,19,90,71,1
1985,9663,6796,0,4,63,59,1
1985,9697,3364,0,4,67,63,1
1985,9765,6080,1,5,68,63,1
1985,9881,9986,1,13,73,60,1
1985,10366,8575,1,9,78,69,1
1985,10400,1139,1,19,86,67,1
1985,10564,10296,1,34,98,64,1
1985,10820,3525,0,4,59,55,1
1985,1711,5,1,9,67,58,1
1985,4514,2408,0,1,72,71,1
1985,5547,4630,1,18,78,60,1
1985,7255,1173,0,4,52,48,1
1985,9269,2204,1,7,66,59,1
1985,73,3166,1,13,87,74,1
1985,179,3711,0,14,88,74,1
1985,220,2408,0,1,80,79,1
1985,254,2607,0,9,66,57,1
1985,288,322,0,1,61,60,1
1985,356,7625,1,26,97,71,1
1985,444,4024,1,23,73,50,1
1985,513,2779,1,6,80,74,1
1985,588,832,1,14,81,67,1
1985,730,2510,1,11,68,57,1
1985,866,2272,0,9,83,74,1
1985,952,9078,1,18,68,50,1
1985,1207,8025,1,9,80,71,1
1985,1253,3200,1,25,88,63,1
1985,1312,547,1,21,79,58,1
1985,1448,9137,1,9,59,50,1
1985,1482,2980,0,7,83,76,1
1985,1550,9881,0,8,67,59,1
1985,1846,7425,1,11,77,66,1
1985,1880,3779,1,10,73,63,1
1985,1925,4480,0,11,82,71,1
1985,2014,3404,0,2,62,60,1
1985,2082,4941,1,4,67,63,1
1985,2116,7391,0,6,76,70,1
1985,2340,10054,0,5,63,58,1
1985,2641,6663,0,2,65,63,1
1985,2946,6864,0,5,62,57,1
1985,3014,2374,1,17,83,66,1
1985,3132,764,1,2,82,80,1
1985,3268,3677,1,5,65,60,1
1985,3491,4332,1,11,75,64,1
1985,3525,8541,1,12,72,60,1
1985,3593,3364,1,11,75,64,1
1985,3609,2675,1,2,57,55,1
1985,3852,10296,0,3,91,88,1
1985,3886,5479,0,3,70,67,1
1985,3920,3745,1,4,64,60,1
1985,4149,10564,0,7,90,83,1
1985,4183,5615,1,41,111,70,1
1985,4230,2476,1,1,91,90,1
1985,4264,5929,1,16,78,62,1
1985,4298,479,1,17,80,63,1
1985,4562,6508,1,29,92,63,1
1985,4698,1013,0,12,86,74,1
1985,4873,1677,0,15,67,52,1
1985,4975,7459,1,11,83,72,1
1985,5111,3048,0,11,71,60,1
1985,5178,1081,1,32,91,59,1
1985,5212,6629,1,5,87,82,1
1985,5246,3818,1,7,68,61,1
1985,5348,4732,1,14,83,69,1
1985,5382,554,1,9,72,63,1
1985,5513,4630,1,16,74,58,1
1985,5651,7889,1,13,87,74,1
1985,5810,9044,1,7,69,62,1
1985,5850,4664,0,9,63,54,1
1985,6046,1643,0,12,52,40,1
1985,6080,1047,0,6,76,70,1
1985,6214,9235,0,2,53,51,1
1985,6281,2878,0,9,78,69,1
1985,6372,6180,1,3,73,70,1
1985,6542,2048,0,17,79,62,1
1985,6664,9470,1,6,101,95,1
1985,6698,6148,0,21,78,57,1
1985,6766,8473,1,13,68,55,1
1985,6830,10366,0,7,52,45,1
1985,6966,2912,1,5,76,71,1
1985,7000,7167,1,11,73,62,1
1985,7034,6012,1,4,68,64,1
1985,7133,4400,0,8,75,67,1
1985,7201,5280,0,9,74,65,1
1985,7323,8712,1,1,63,62,1
1985,7493,126,1,5,66,61,1
1985,7659,6406,1,1,54,53,1
1985,7693,5,0,15,88,73,1
1985,7794,6114,0,6,89,83,1
1985,7828,3643,0,16,74,58,1
1985,8059,410,1,3,63,60,1
1985,8093,8171,0,4,63,59,1
1985,8127,5077,1,2,60,58,1
1985,8303,7289,0,4,74,70,1
1985,8405,7959,1,16,73,57,1
1985,8746,6932,0,16,65,49,1
1985,8780,5314,0,7,70,63,1
1985,8814,2813,1,1,83,82,1
1985,8882,3559,1,3,61,58,1
1985,8916,622,0,24,102,78,1
1985,8984,6338,1,26,81,55,1
1985,9167,7540,0,2,98,96,1
1985,9317,9799,0,10,83,73,1
1985,9368,10190,1,3,58,55,1
1985,9402,6796,1,8,67,59,1
1985,9595,3098,1,2,66,64,1
1985,9629,7760,0,15,80,65,1
1985,9697,9731,1,1,82,81,1
1985,9847,9765,0,11,78,67,1
1985,9884,4058,0,2,67,65,1
1985,10020,1779,1,11,70,59,1
1985,10088,5884,1,25,92,67,1
1985,10122,4907,0,4,58,54,1
1985,10224,6732,1,6,73,67,1
1985,10258,6595,1,5,84,79,1
1985,10332,3234,1,14,68,54,1
1985,10400,8575,1,12,71,59,1
1985,10434,9436,1,9,89,80,1
1985,10468,8439,0,1,51,50,1
1985,10664,6474,0,1,52,51,1
1985,10752,3438,1,5,68,63,1
1985,10786,2238,1,5,68,63,1
1985,10820,9986,0,14,73,59,1
1985,10854,39,0,14,75,61,1
1985,1711,5547,0,7,72,65,1
1985,2510,3677,1,12,82,70,1
1985,1013,2238,1,3,70,67,1
1985,1346,3370,1,10,75,65,1
1985,1880,8239,1,5,87,82,1
1985,2116,1745,0,3,65,62,1
1985,2442,5581,1,11,69,58,1
1985,2946,7760,1,9,58,49,1
1985,3098,2544,0,12,81,69,1
1985,3593,7088,1,19,71,52,1
1985,3711,4024,1,20,83,63,1
1985,4149,10156,1,17,79,62,1
1985,4264,9952,1,17,75,58,1
1985,4332,2306,0,3,58,55,1
1985,4562,1253,1,18,83,65,1
1985,4596,9137,1,1,52,51,1
1985,4630,213,1,19,84,65,1
1985,4664,7425,1,3,67,64,1
1985,4839,8371,0,14,71,57,1
1985,4907,2607,0,5,62,57,1
1985,5009,7889,1,18,86,68,1
1985,5382,8950,1,34,88,54,1
1985,5445,9697,1,27,76,49,1
1985,5749,6148,1,5,66,61,1
1985,5850,9595,1,15,83,68,1
1985,6766,2641,1,15,90,75,1
1985,7323,6542,1,3,73,70,1
1985,7794,4480,0,11,84,73,1
1985,8405,10020,1,5,76,71,1
1985,8473,6663,0,13,73,60,1
1985,8848,5715,0,6,70,64,1
1985,9368,908,1,1,51,50,1
1985,9470,6508,0,17,88,71,1
1985,9847,1312,1,19,66,47,1
1985,10298,5479,0,2,68,66,1
1985,10786,4698,1,5,95,90,1
1985,479,2912,1,4,63,59,1
1985,798,1643,0,3,57,54,1
1985,1414,4024,1,9,73,64,1
1985,1516,3234,0,9,90,81,1
1985,1550,2408,1,11,83,72,1
1985,3132,7959,0,20,90,70,1
1985,4115,6732,1,12,80,68,1
1985,4805,8541,1,10,75,65,1
1985,5884,254,1,26,85,59,1
1985,5929,10054,1,6,51,45,1
1985,6080,1312,1,5,64,59,1
1985,6180,6046,0,2,71,69,1
1985,6214,3302,1,8,70,62,1
1985,6338,3364,1,2,60,58,1
1985,6372,4771,1,24,94,70,1
1985,6966,1677,1,26,90,64,1
1985,9044,4230,1,9,67,58,1
1985,10224,4058,1,11,75,64,1
1985,10332,2980,0,15,79,64,1
1985,73,4732,1,12,79,67,1
1985,410,8712,1,8,67,59,1
1985,588,2476,0,2,81,79,1
1985,952,3491,1,15,69,54,1
1985,1207,1846,0,17,71,54,1
1985,1380,10156,1,12,81,69,1
1985,1414,8239,1,11,94,83,1
1985,2116,220,1,8,81,73,1
1985,2306,9078,1,17,93,76,1
1985,2340,2544,1,24,87,63,1
1985,2813,547,0,5,81,76,1
1985,2946,9317,0,6,72,66,1
1985,3559,8984,1,9,83,74,1
1985,3886,2238,0,5,87,82,1
1985,4183,2510,1,38,81,43,1
1985,4264,5314,0,12,57,45,1
1985,4298,2709,0,6,95,89,1
1985,4366,4907,0,8,75,67,1
1985,4400,4332,0,3,68,65,1
1985,5077,8814,1,33,90,57,1
1985,5178,832,0,6,56,50,1
1985,5348,3166,1,1,65,64,1
1985,5382,6440,0,14,70,56,1
1985,5749,554,0,17,86,69,1
1985,5810,10258,1,3,66,63,1
1985,5850,7357,0,4,67,63,1
1985,6281,4941,1,1,75,74,1
1985,6595,1081,0,9,75,66,1
1985,6629,10664,1,11,99,88,1
1985,6830,6796,1,5,59,54,1
1985,7167,1779,1,9,75,66,1
1985,8025,8337,0,7,67,60,1
1985,8059,622,1,32,95,63,1
1985,8127,3370,1,12,79,67,1
1985,8171,2878,0,2,56,54,1
1985,8609,908,1,3,71,68,1
1985,8662,764,1,6,64,58,1
1985,8780,513,1,12,86,74,1
1985,8882,7323,0,12,65,53,1
1985,8916,4873,0,8,77,69,1
1985,9167,6664,1,15,104,89,1
1985,9368,5043,1,12,70,58,1
1985,9731,6148,0,6,60,54,1
1985,288,1139,0,2,69,67,1
1985,322,8575,0,15,89,74,1
1985,479,4805,1,8,57,49,1
1985,1047,3438,0,10,88,78,1
1985,1880,10296,0,7,68,61,1
1985,2048,2607,1,11,69,58,1
1985,2374,6932,1,6,69,63,1
1985,2408,9201,1,2,78,76,1
1985,2675,8371,1,4,77,73,1
1985,2779,9952,0,4,68,64,1
1985,2912,1745,0,1,73,72,1
1985,3048,3200,0,16,77,61,1
1985,3364,1253,1,7,67,60,1
1985,3593,356,1,5,66,61,1
1985,3745,5212,1,6,64,58,1
1985,3779,7540,1,15,78,63,1
1985,3818,6474,1,27,77,50,1
1985,3852,2272,1,3,73,70,1
1985,3954,6440,0,8,69,61,1
1985,4514,4839,1,4,59,55,1
1985,4630,1677,1,9,80,71,1
1985,5246,7201,0,9,81,72,1
1985,5929,1516,0,3,71,68,1
1985,6046,3525,1,1,68,67,1
1985,6080,10752,1,13,50,37,1
1985,6214,9235,1,7,93,86,1
1985,6406,3677,1,3,65,62,1
1985,6698,9697,1,12,96,84,1
1985,6732,1346,1,26,86,60,1
1985,7459,8439,1,9,85,76,1
1985,7625,5111,1,7,76,69,1
1985,7659,8950,1,11,67,56,1
1985,7693,9765,1,9,76,67,1
1985,7760,1925,0,5,97,92,1
1985,7889,9470,1,3,71,68,1
1985,8303,3014,1,4,65,61,1
1985,8746,4975,1,26,65,39,1
1985,9269,4058,1,12,67,55,1
1985,9402,10400,1,27,75,48,1
1985,9436,7391,1,31,101,70,1
1985,9629,6864,1,11,68,57,1
1985,9799,7794,0,3,78,75,1
1985,9847,5,1,11,67,56,1
1985,9881,3711,0,21,80,59,1
1985,9884,10224,0,14,72,58,1
1985,10298,7425,1,9,88,79,1
1985,10366,9663,0,16,66,50,1
1985,10434,6012,0,2,76,74,1
1985,10468,7289,1,19,70,51,1
1985,10564,866,0,3,82,79,1
1985,900,4771,1,15,82,67,1
1985,3404,7133,0,10,60,50,1
1985,4149,8093,0,9,90,81,1
1985,4664,8337,0,19,61,42,1
1985,5513,730,0,10,61,51,1
1985,5547,3643,0,5,79,74,1
1985,6898,2014,1,24,83,59,1
1985,8059,8916,0,13,73,60,1
1985,8239,3302,1,30,105,75,1
1985,73,4264,1,2,60,58,1
1985,126,7088,0,20,72,52,1
1985,179,5651,1,20,88,68,1
1985,322,1139,0,7,77,70,1
1985,356,3364,0,15,80,65,1
1985,410,8882,1,6,64,58,1
1985,513,5348,1,9,62,53,1
1985,554,10854,1,2,74,72,1
1985,675,5043,1,15,76,61,1
1985,764,7959,1,3,69,66,1
1985,866,10296,1,17,65,48,1
1985,952,7391,0,18,75,57,1
1985,1013,2641,0,12,80,68,1
1985,1207,1643,1,26,68,42,1
1985,1380,4907,0,1,64,63,1
1985,1550,10502,1,16,82,66,1
1985,1779,7000,1,2,76,74,1
1985,1846,4839,0,12,73,61,1
1985,1925,9799,1,1,73,72,1
1985,2082,1448,1,15,81,66,1
1985,2204,3559,1,11,69,58,1
1985,2272,7540,1,5,68,63,1
1985,2340,10366,1,12,71,59,1
1985,2408,6440,1,19,82,63,1
1985,2607,1482,1,4,94,90,1
1985,2675,7425,1,13,76,63,1
